Station,Lat,Lon,Divisions,Year,Thefts
Ballivor,53.5327,-6.9672,Meath,2013,29
Ballon,52.7432,-6.7722,Kilkenny/Carlow,2013,25
Ballybay,54.1289,-6.9048,Cavan/Monaghan,2013,19
Ballybofey,54.7996,-7.781000000000001,Donegal,2013,60
Ballybunion,52.5113,-9.6702,Kerry,2013,24
Ballyconnell,54.119,-7.5802,Cavan/Monaghan,2013,23
Ballycotton,51.8303,-8.0131,Cork North,2013,9
Ballycroy,54.0258,-9.8259,Mayo,2013,2
Ballycullane,52.2789,-6.8392,Wexford,2013,15
Ballydehob,51.5591,-9.4608,Cork West,2013,12
Ballydesmond,52.1782,-9.231,Cork West,2013,4
Ballyduff,52.4559,-9.6631,Kerry,2013,10
Ballyfermot,53.3448,-6.358,D.M.R. Western,2013,587
Ballygar,53.5219,-8.3284,Galway,2013,10
Ballyhale,52.4683,-7.2015,Kilkenny/Carlow,2013,16
Ballyhaunis,53.763999999999996,-8.7674,Mayo,2013,51
Ballyheigue,52.3892,-9.8275,Kerry,2013,6
Ballyjamesduff,53.8631,-7.2088,Cavan/Monaghan,2013,25
Ballylanders,52.3707,-8.3455,Limerick,2013,12
Ballylinan,52.943000000000005,-7.0432,Laois/Offaly,2013,30
Ballymacarberry,52.2672,-7.7177,Waterford,2013,30
Ballymahon,53.5613,-7.7608,Roscommon/Longford,2013,31
Ballymore,53.4911,-7.6817,Westmeath,2013,10
Ballymote,54.0874,-8.5152,Sligo/Leitrim,2013,32
Ballymun,53.3945,-6.2637,D.M.R. Northern,2013,695
Ballynacargy,53.5863,-7.5349,Westmeath,2013,9
Ballyneety,52.5973,-8.5489,Limerick,2013,45
Ballynoe,52.0602,-8.0993,Cork North,2013,6
Ballyporeen,52.2702,-8.0977,Tipperary,2013,7
Ballyshannon,54.4987,-8.2048,Donegal,2013,41
Ballyvaughan,53.1162,-9.1471,Clare,2013,25
Baltimore,51.4835,-9.3723,Cork West,2013,1
Baltinglass,52.93899999999999,-6.7098,Wicklow,2013,52
Banagher,53.1905,-7.9859,Laois/Offaly,2013,19
Bandon,51.7451,-8.7399,Cork West,2013,104
Bangor Erris,54.144,-9.7471,Mayo,2013,6
Bansha,52.4493,-8.0656,Tipperary,2013,14
Bantry,51.6803,-9.4552,Cork West,2013,27
Barnaderg,53.4805,-8.7225,Galway,2013,9
Barraduff,52.0598,-9.3409,Kerry,2013,4
Beal an Mhuirthead,54.2217,-9.9856,Mayo,2013,13
Beal Atha an Ghaorthaidh,51.8519,-9.229,Cork West,2013,4
Belturbet,54.1012,-7.4426,Cavan/Monaghan,2013,33
Bennettsbridge,52.5903,-7.1832,Kilkenny/Carlow,2013,14
Birr,53.096000000000004,-7.9115,Laois/Offaly,2013,118
Bishopstown,51.8807,-8.5146,Cork City,2013,317
Blacklion,54.2915,-7.8762,Cavan/Monaghan,2013,7
Blackrock Co Cork,51.8943,-8.4045,Cork North,2013,207
Blackrock Co Dublin,53.2998,-6.1775,D.M.R. Southern,2013,580
Blackrock Co Louth,53.9638,-6.3682,Louth,2013,95
Blackwater,52.4454,-6.3488,Wexford,2013,70
Blanchardstown,53.3899,-6.381,D.M.R. Western,2013,2286
Blarney,51.931999999999995,-8.5677,Cork City,2013,115
Blessington,53.1703,-6.5337,Wicklow,2013,197
Boherbue,52.159,-9.0698,Cork West,2013,11
Bonniconlon,54.1096,-9.029,Mayo,2013,7
Borris,52.6018,-6.9293,Kilkenny/Carlow,2013,19
Borris-In-Ossory,52.9393,-7.6288,Laois/Offaly,2013,15
Borrisokane,52.9971,-8.127,Tipperary,2013,17
Borrisoleigh,52.7515,-7.9554,Tipperary,2013,21
Bothar Na Tra,53.2588,-9.0797,Galway,2013,237
Boyle,53.9734,-8.3004,Roscommon/Longford,2013,53
Bray,53.1987,-6.1006,Wicklow,2013,721
Bridewell Cork,51.9005,-8.477,Cork City,2013,480
Bridewell Dublin,53.3471,-6.2741,D.M.R. North Central,2013,792
Bruff,52.4773,-8.547,Limerick,2013,26
Bruree,52.4232,-8.6503,Limerick,2013,17
Bunclody,52.6568,-6.6625,Wexford,2013,84
Buncrana,55.1313,-7.4507,Donegal,2013,65
Bundoran,54.4766,-8.2793,Donegal,2013,43
Burnfoot,55.0547,-7.4016,Donegal,2013,43
Buttevant,52.2293,-8.6713,Cork North,2013,19
Cabinteely,53.2608,-6.1507,D.M.R. Eastern,2013,389
Cabra,53.365,-6.3076,D.M.R. Western,2013,595
Caherciveen,51.946999999999996,-10.2198,Kerry,2013,14
Caherconlish,52.5938,-8.4695,Limerick,2013,50
Cahir,52.376000000000005,-7.9203,Tipperary,2013,71
Callan,52.5424,-7.391,Kilkenny/Carlow,2013,34
Campile,52.2878,-6.9396,Wexford,2013,12
Cappamore,52.6147,-8.3385,Limerick,2013,15
Cappawhite,52.5832,-8.1648,Tipperary,2013,31
Cappoquin,52.1459,-7.8457,Waterford,2013,14
Carbury,53.3385,-6.9367,Kildare,2013,92
Carlingford,54.0412,-6.1872,Louth,2013,61
Carlow,52.8405,-6.9293,Kilkenny/Carlow,2013,605
Carna,53.3236,-9.8241,Galway,2013,0
Carndonagh,55.2535,-7.2595,Donegal,2013,29
Carnew,52.7105,-6.4918,Wicklow,2013,32
Carraig Airt,55.1751,-7.7985,Donegal,2013,23
Carrickbyrne,52.3624,-6.7597,Wexford,2013,21
Carrickmacross,53.9761,-6.7188,Cavan/Monaghan,2013,68
Carrick-on-Bannow,52.2381,-6.734,Wexford,2013,16
Carrick-On-Shannon,53.9443,-8.0902,Sligo/Leitrim,2013,123
Carrick-On-Suir,52.3482,-7.4099,Tipperary,2013,102
Carrigaline,51.8148,-8.3915,Cork City,2013,107
Carrigallen,53.9756,-7.6467,Sligo/Leitrim,2013,6
Carrigans,54.9512,-7.4268,Donegal,2013,21
Carrigtwohill,51.9095,-8.2618,Cork North,2013,36
Cashel,52.5163,-7.8903,Tipperary,2013,99
Castlebar,53.8534,-9.2976,Mayo,2013,328
Castlebellingham,53.8993,-6.3899,Louth,2013,86
Castleblayney,54.1179,-6.735,Cavan/Monaghan,2013,77
Castlebridge,52.3847,-6.4526,Wexford,2013,52
Castlecomer,52.7993,-7.2095,Kilkenny/Carlow,2013,77
Castleconnell,52.7134,-8.4985,Limerick,2013,114
Castledermot,52.9092,-6.8492,Kildare,2013,44
Castlefin,54.8027,-7.5952,Donegal,2013,10
Castlegregory,52.2542,-10.0206,Kerry,2013,11
Castleisland,52.2304,-9.4628,Kerry,2013,53
Castlemaine,52.1702,-9.7006,Kerry,2013,7
Castlepollard,53.6785,-7.2966,Westmeath,2013,42
Castlerea,53.7666,-8.4841,Roscommon/Longford,2013,41
Castletownbere,51.6495,-9.9147,Cork West,2013,20
Castletownroche,52.1707,-8.468,Cork North,2013,14
Cavan,53.9933,-7.3609,Cavan/Monaghan,2013,238
Celbridge,53.343999999999994,-6.5417,Kildare,2013,476
Charlestown,53.9627,-8.7935,Mayo,2013,28
Charleville,52.3561,-8.6826,Cork North,2013,84
Cill Ronain,53.1213,-9.6678,Galway,2013,0
Clane,53.2937,-6.6859,Kildare,2013,133
Clara,53.3454,-7.6141,Laois/Offaly,2013,58
Claremorris,53.7236,-8.9851,Mayo,2013,47
Clifden,53.4882,-10.0092,Galway,2013,22
Cloch na Ron,53.3936,-9.9211,Galway,2013,0
Cloghan,53.2248,-7.8775,Laois/Offaly,2013,14
Clogheen,52.2769,-7.9953,Tipperary,2013,13
Clogher,54.8368,-8.4275,Donegal,2013,2
Clogherhead,53.7904,-6.2427,Louth,2013,38
Clonakilty,51.6249,-8.8889,Cork West,2013,71
Clonark,53.3684,-8.0347,Roscommon/Longford,2013,16
Clonaslee,53.1486,-7.526,Laois/Offaly,2013,15
Clonbologue,53.2591,-7.0858,Laois/Offaly,2013,16
Clondalkin,53.3231,-6.395,D.M.R. Western,2013,1054
Clones,54.1775,-7.2282,Cavan/Monaghan,2013,23
Clonmany,55.263000000000005,-7.4128,Donegal,2013,4
Clonmel,52.3541,-7.6999,Tipperary,2013,333
Clonroche,52.4504,-6.7159,Wexford,2013,33
Clontarf,53.3635,-6.2201,D.M.R. Northern,2013,759
Cloughjordan,52.942,-8.0397,Tipperary,2013,1
Cloyne,51.8628,-8.1235,Cork North,2013,16
Coachford,51.9091,-8.7911,Cork West,2013,20
Cobh,51.8482,-8.3036,Cork North,2013,132
Collon,53.7779,-6.4849,Louth,2013,13
Collooney,54.1855,-8.4879,Sligo/Leitrim,2013,42
Cong,53.5415,-9.2865,Mayo,2013,14
Convoy,54.8593,-7.669,Donegal,2013,23
Coolaney,54.1724,-8.6034,Sligo/Leitrim,2013,9
Coolock,53.3903,-6.2011,D.M.R. Northern,2013,1051
Cootehill,54.0747,-7.0787,Cavan/Monaghan,2013,53
Corofin,52.9475,-9.0686,Clare,2013,18
Corofin,53.4376,-8.8631,Galway,2013,5
Courtown Harbour,52.6443,-6.2305,Wexford,2013,84
Craughwell,53.2294,-8.7339,Galway,2013,20
Creggs,53.5949,-8.3638,Galway,2013,3
Crookstown,51.8587,-8.8013,Cork West,2013,25
Croom,52.522,-8.7188,Limerick,2013,31
Crosshaven,51.803999999999995,-8.3045,Cork City,2013,22
Crossmolina,54.0998,-9.3227,Mayo,2013,15
Crumlin,53.3196,-6.315,D.M.R. Southern,2013,469
Crusheen,52.9385,-8.8986,Clare,2013,9
Daingean,53.293,-7.2936,Laois/Offaly,2013,25
Delvin,53.6145,-7.0901,Westmeath,2013,28
Dingle,52.1392,-10.2705,Kerry,2013,7
Dolla,52.7971,-8.1921,Tipperary,2013,2
Donegal Town,54.6524,-8.1111,Donegal,2013,40
Doneraile,52.2157,-8.5854,Cork North,2013,19
Donnybrook,53.3217,-6.2359,D.M.R. South Central,2013,755
Douglas,51.8751,-8.431000000000001,Cork City,2013,165
Dowra,54.1904,-8.0153,Cavan/Monaghan,2013,2
Drimoleague,51.659,-9.264,Cork West,2013,9
Drinagh,51.6477,-9.1545,Cork West,2013,1
Drogheda,53.7151,-6.3566,Louth,2013,598
Drumad,54.0957,-6.3608,Louth,2013,71
Drumcollogher,52.3382,-8.9113,Limerick,2013,21
Drumlish,53.8217,-7.7659,Roscommon/Longford,2013,5
Drumshambo,54.0465,-8.04,Sligo/Leitrim,2013,33
Dublin Airport,53.4299,-6.2455,D.M.R. Northern,2013,172
Duleek,53.6539,-6.4181,Meath,2013,71
Dun Fionnachaid,55.1829,-7.9744,Donegal,2013,2
Dun Laoghaire,53.2899,-6.1333,D.M.R. Eastern,2013,815
Dunboyne,53.4211,-6.4771,Meath,2013,228
Duncannon,52.2214,-6.9298,Wexford,2013,31
Dundalk,53.9995,-6.4097,Louth,2013,923
Dundrum,53.2895,-6.2426,D.M.R. Eastern,2013,1394
Dungarvan,52.0877,-7.6245,Waterford,2013,202
Dunlavin,53.0588,-6.7011,Wicklow,2013,13
Dunleer,53.8285,-6.3946,Louth,2013,42
Dunmanway,51.7228,-9.1101,Cork West,2013,38
Dunmore East,52.1484,-6.9929,Waterford,2013,30
Dunmore,53.6176,-8.7406,Galway,2013,20
Dunshaughlin,53.5108,-6.5393,Meath,2013,100
Durrow,52.8443,-7.3961,Laois/Offaly,2013,19
Durrus,51.6205,-9.524,Cork West,2013,4
Edenderry,53.3368,-7.0608,Laois/Offaly,2013,88
Edgeworthstown,53.6956,-7.606,Roscommon/Longford,2013,58
Elphin,53.8458,-8.1925,Roscommon/Longford,2013,8
Emly,52.4651,-8.3542,Tipperary,2013,8
Emyvale,54.3394,-6.9576,Cavan/Monaghan,2013,29
Enfield,53.4151,-6.8339,Meath,2013,50
Ennis,52.8469,-8.9811,Clare,2013,469
Enniscorthy,52.5007,-6.5707,Wexford,2013,272
Enniscrone,54.2138,-9.0885,Sligo/Leitrim,2013,19
Enniskerry,53.1913,-6.1695,Wicklow,2013,88
Ennistymon,52.9374,-9.2885,Clare,2013,69
Eyrecourt,53.1994,-8.1324,Galway,2013,18
Farranfore,52.1714,-9.5497,Kerry,2013,10
Ferbane,53.2708,-7.8276,Laois/Offaly,2013,30
Fermoy,52.1385,-8.2742,Cork North,2013,94
Ferns,52.591,-6.4978,Wexford,2013,34
Ferrybank,52.2675,-7.1011,Waterford,2013,55
Fethard,52.4664,-7.6944,Tipperary,2013,43
Finglas,53.3896,-6.3068,D.M.R. Western,2013,996
Fitzgibbon Street,53.3577,-6.2554,D.M.R. North Central,2013,850
Foxford,53.9833,-9.1084,Mayo,2013,20
Foynes,52.6097,-9.1037,Limerick,2013,36
Frenchpark,53.8692,-8.4056,Roscommon/Longford,2013,12
Freshford,52.7324,-7.3944,Kilkenny/Carlow,2013,16
Gaillimh,53.2713,-9.0583,Galway,2013,1231
Garristown,53.5671,-6.3839,D.M.R. Northern,2013,31
Glanmire,51.9184,-8.3968,Cork City,2013,114
Glantaine,52.1047,-8.7488,Cork North,2013,10
Glasson,53.4717,-7.8635,Westmeath,2013,22
Gleann na Muaidhe,54.2408,-9.6788,Mayo,2013,4
Glenamaddy,53.6074,-8.5602,Galway,2013,4
Glenbeigh,52.0571,-9.9371,Kerry,2013,4
Glengarriff,51.7506,-9.5507,Cork West,2013,11
Glenmore,52.3538,-7.028,Kilkenny/Carlow,2013,17
Glin,52.5696,-9.2845,Limerick,2013,17
Glynn,52.3728,-6.5829,Wexford,2013,9
Gob an Choire,53.9337,-9.9185,Mayo,2013,9
Golden,52.4968,-7.9847,Tipperary,2013,17
Goresbridge,52.63,-6.9944,Kilkenny/Carlow,2013,29
Gorey,52.675,-6.2973,Wexford,2013,216
Gort,53.0674,-8.8182,Galway,2013,44
Graiguenamanagh,52.5425,-6.9568,Kilkenny/Carlow,2013,29
Granard,53.7786,-7.4942,Roscommon/Longford,2013,48
Grange,54.3934,-8.5207,Sligo/Leitrim,2013,30
Greystones,53.148,-6.0632,Wicklow,2013,256
Gurranabraher,51.9034,-8.4966,Cork City,2013,209
Gurteen,53.993,-8.5158,Sligo/Leitrim,2013,14
Hackballscross,54.0316,-6.5242,Louth,2013,23
Hacketstown,52.8643,-6.557,Kilkenny/Carlow,2013,8
Headford,53.4703,-9.0983,Galway,2013,46
Henry Street,52.6617,-8.6316,Limerick,2013,1380
Holycross,52.6426,-7.8729,Tipperary,2013,13
Hospital Co Limerick,52.4752,-8.4325,Limerick,2013,23
Howth,53.3873,-6.069,D.M.R. Northern,2013,371
Indreabhan,53.2406,-9.4296,Galway,2013,6
Innishannon,51.7644,-8.6554,Cork West,2013,7
Irishtown,53.3382,-6.2233,D.M.R. South Central,2013,661
Kanturk,52.1759,-8.9126,Cork West,2013,62
Keadue,54.0506,-8.1373,Roscommon/Longford,2013,10
Kealkil,51.755,-9.3753,Cork West,2013,3
Keel,53.9754,-10.0822,Mayo,2013,12
Kells Ceanannus Mor,53.7284,-6.8812,Meath,2013,125
Kenagh,53.622,-7.8151,Roscommon/Longford,2013,14
Kenmare,51.8785,-9.5816,Kerry,2013,28
Kerrykeel,55.1371,-7.6663,Donegal,2013,2
Kevin Street,53.339,-6.2702,D.M.R. South Central,2013,1283
Kilbeggan,53.3685,-7.4992,Westmeath,2013,60
Kilbrittain,51.6735,-8.6901,Cork West,2013,14
Kilcock,53.4038,-6.6725,Kildare,2013,107
Kilconnell,53.3314,-8.4017,Galway,2013,4
Kilcormac,53.1762,-7.7288,Laois/Offaly,2013,24
Kilcullen,53.1291,-6.7466,Kildare,2013,55
Kildare,53.156000000000006,-6.9073,Kildare,2013,114
Kildorrery,52.2454,-8.4296,Cork North,2013,19
Kildysart,52.6746,-9.1058,Clare,2013,11
Kilkee,52.6824,-9.6447,Clare,2013,28
Kilkelly,53.8734,-8.8434,Mayo,2013,17
Kilkenny,52.6524,-7.2597,Kilkenny/Carlow,2013,685
Kill Co Waterford,52.1773,-7.3351,Waterford,2013,11
Killala,54.2141,-9.2205,Mayo,2013,35
Killaloe,52.8067,-8.4437,Clare,2013,62
Killarney,52.0624,-9.5124,Kerry,2013,267
Killeagh,51.9398,-7.995,Cork North,2013,35
Killenaule,52.5685,-7.6728,Tipperary,2013,25
Killeshandra,54.0118,-7.5259,Cavan/Monaghan,2013,7
Killimor,53.1659,-8.2942,Galway,2013,8
Killorglin,52.1065,-9.7871,Kerry,2013,48
Killucan,53.5147,-7.1397,Westmeath,2013,10
Kilmacow,52.3146,-7.1748,Kilkenny/Carlow,2013,13
Kilmacrennan,55.0295,-7.7785,Donegal,2013,14
Kilmacthomas,52.2062,-7.4213,Waterford,2013,33
Kilmaine,53.5826,-9.1238,Mayo,2013,6
Kilmainham,53.3419,-6.3043,D.M.R. South Central,2013,789
Kilmallock,52.3984,-8.5758,Limerick,2013,66
Kilmeaden,52.2462,-7.245,Waterford,2013,13
Kilmoganny,52.4609,-7.3293,Kilkenny/Carlow,2013,11
Kilmore Quay,52.1787,-6.5837,Wexford,2013,26
Kilnaleck,53.8585,-7.3179,Cavan/Monaghan,2013,29
Kilrickle,53.2302,-8.4524,Galway,2013,9
Kilrush,52.6411,-9.4811,Clare,2013,57
Kilsheelan,52.3615,-7.5798,Tipperary,2013,10
Kiltimagh,53.8461,-9.0058,Mayo,2013,13
Kiltormer,53.2376,-8.2713,Galway,2013,6
Kilworth,52.1763,-8.2496,Cork North,2013,10
Kingscourt,53.9043,-6.8068,Cavan/Monaghan,2013,16
Kinlough,54.4458,-8.287,Sligo/Leitrim,2013,22
Kinnegad,53.4559,-7.1028,Westmeath,2013,51
Kinnitty,53.0984,-7.7221,Laois/Offaly,2013,16
Kinsale,51.7063,-8.5255,Cork West,2013,99
Kinvara,53.1405,-8.9397,Galway,2013,11
Knock,53.7954,-8.9188,Mayo,2013,8
Knocknagoshel,52.3307,-9.3853,Kerry,2013,9
Lanesboro,53.67100000000001,-7.9853,Roscommon/Longford,2013,24
Laytown,53.6892,-6.244,Meath,2013,313
Leach Seoirse,53.3571,-8.9313,Galway,2013,70
Leamybrien,52.1693,-7.5216,Waterford,2013,22
Leitir Mor,53.2943,-9.6551,Galway,2013,3
Leixlip,53.3674,-6.4982,Kildare,2013,226
Letterfrack,53.5542,-9.9477,Galway,2013,10
Letterkenny,54.9547,-7.7364,Donegal,2013,411
Lifford,54.8328,-7.4803,Donegal,2013,19
Liscarroll,52.2596,-8.8063,Cork North,2013,10
Lisdoonvarna,53.0286,-9.2897,Clare,2013,9
Lismore,52.1367,-7.9355,Waterford,2013,17
Lissycasey,52.7461,-9.1544,Clare,2013,9
Listowel,52.4471,-9.4839,Kerry,2013,66
Littleton,52.6407,-7.7349,Tipperary,2013,20
Lixnaw,52.4041,-9.6166,Kerry,2013,12
Longford,53.7325,-7.8014,Roscommon/Longford,2013,294
Longwood,53.4546,-6.9270000000000005,Meath,2013,32
Lorrha,53.0937,-8.1221,Tipperary,2013,4
Loughrea,53.1974,-8.5699,Galway,2013,75
Louisburgh,53.7646,-9.8076,Mayo,2013,18
Louth,53.9524,-6.5379,Louth,2013,13
Lucan,53.3561,-6.4507,D.M.R. Western,2013,820
Lusk,53.5234,-6.1673,D.M.R. Northern,2013,319
Macroom,51.9063,-8.964,Cork West,2013,67
Maigh Cuilinn,53.3383,-9.1812,Galway,2013,7
Malahide,53.4512,-6.1519,D.M.R. Northern,2013,431
Mallow,52.1388,-8.6459,Cork North,2013,196
Manorhamilton,54.3044,-8.1785,Sligo/Leitrim,2013,26
Mayfield,51.9097,-8.429,Cork City,2013,209
Maynooth,53.3808,-6.5927,Kildare,2013,370
Mayorstone Park,52.6737,-8.6448,Limerick,2013,455
Midleton,51.9167,-8.1735,Cork North,2013,154
Milford Co Cork,52.3425,-8.8564,Cork North,2013,9
Milford,55.086999999999996,-7.6982,Donegal,2013,15
Millstreet Co. Cork,52.0601,-9.0615,Cork West,2013,33
Milltown,53.6116,-8.8975,Galway,2013,6
Miltown Malbay,52.8575,-9.4006,Clare,2013,17
Mitchelstown,52.2636,-8.2706,Cork North,2013,68
Moate,53.3957,-7.7345,Westmeath,2013,28
Mohill,53.9208,-7.8681,Sligo/Leitrim,2013,42
Monaghan,54.2514,-6.9675,Cavan/Monaghan,2013,180
Monasterevin,53.1382,-7.0547,Kildare,2013,141
Moneygall,52.8813,-7.9534,Tipperary,2013,3
Monivea,53.373999999999995,-8.7023,Galway,2013,5
Mooncoin,52.292,-7.2516,Kilkenny/Carlow,2013,17
Mountbellew,53.4712,-8.5001,Galway,2013,14
Mountcharles,54.6459,-8.1957,Donegal,2013,5
Mountjoy,53.3605,-6.2668,D.M.R. North Central,2013,996
Mountmellick,53.1188,-7.3351,Laois/Offaly,2013,114
Mountrath,52.9982,-7.4781,Laois/Offaly,2013,99
Moville,55.1916,-7.0286,Donegal,2013,11
Moylough,53.4877,-8.567,Galway,2013,7
Moyne,52.7343,-7.7141,Tipperary,2013,7
Muff,55.0686,-7.2688,Donegal,2013,34
Muine Bheag,52.7013,-6.9574,Kilkenny/Carlow,2013,68
Mullagh,53.8111,-6.9432,Cavan/Monaghan,2013,20
Mullinahone,52.5102,-7.5056,Tipperary,2013,12
Mullinavat,52.3664,-7.1721,Kilkenny/Carlow,2013,18
Mullingar,53.5257,-7.346,Westmeath,2013,497
Multyfarnham,53.6242,-7.3923,Westmeath,2013,16
Murroe,52.6497,-8.3992,Limerick,2013,19
Myshall,52.6875,-6.7784,Kilkenny/Carlow,2013,14
Na Cealla Beaga,54.6366,-8.4444,Donegal,2013,14
Na Gleannta,54.7955,-8.281,Donegal,2013,9
Naas,53.2107,-6.666,Kildare,2013,742
Navan,53.6545,-6.6904,Meath,2013,676
Nenagh,52.8643,-8.1996,Tipperary,2013,163
New Ross,52.3876,-6.9508,Wexford,2013,146
Newbridge,53.1814,-6.7955,Kildare,2013,298
Newcastle West,52.4537,-9.0624,Limerick,2013,137
Newmarket,52.2146,-8.997,Cork West,2013,18
Newmarket on Fergus,52.7632,-8.8991,Clare,2013,23
Newport Co Mayo,53.8902,-9.5467,Mayo,2013,17
Newport Co Tipperary,52.7107,-8.4063,Tipperary,2013,38
Newtowncunningham,54.9976,-7.5078,Donegal,2013,29
Newtownmountkennedy,53.0969,-6.1094,Wicklow,2013,59
Nobber,53.821000000000005,-6.7466,Meath,2013,35
Oldcastle,53.7693,-7.1619,Meath,2013,19
Omeath,54.0865,-6.2563,Louth,2013,13
Oola,52.53,-8.2597,Limerick,2013,9
Oughterard,53.4274,-9.3245,Galway,2013,10
Oulart,52.5033,-6.3913,Wexford,2013,24
Oylegate,52.4241,-6.5296,Wexford,2013,11
Pallasgreen,52.5687,-8.3382,Limerick,2013,14
Pallaskenry,52.6405,-8.8665,Limerick,2013,59
Partry,53.6987,-9.2796,Mayo,2013,16
Passage East,52.2392,-6.9728,Waterford,2013,11
Passage West,51.8652,-8.3317,Cork City,2013,35
Patrickswell,52.5958,-8.7129,Limerick,2013,70
Pearse Street,53.3457,-6.2563,D.M.R. South Central,2013,6511
Pettigo,54.5482,-7.8349,Donegal,2013,13
Piltown,52.3498,-7.3255,Kilkenny/Carlow,2013,25
Portarlington,53.1592,-7.1878,Laois/Offaly,2013,150
Portlaoise,53.0317,-7.3031,Laois/Offaly,2013,668
Portlaw,52.2863,-7.3176,Waterford,2013,23
Portmagee,51.8852,-10.3618,Kerry,2013,7
Portroe,52.8819,-8.3537,Tipperary,2013,7
Portumna,53.09,-8.2204,Galway,2013,40
Raheny,53.379,-6.178,D.M.R. Northern,2013,334
Ramelton,55.0367,-7.6507,Donegal,2013,14
Raphoe,54.8744,-7.5944,Donegal,2013,18
Rathangan,53.2221,-6.9975,Kildare,2013,54
Rathcoole,53.2818,-6.4647,D.M.R. Western,2013,301
Rathcormac Co Cork,52.0761,-8.2843,Cork North,2013,21
Rathdowney,52.8567,-7.5978,Laois/Offaly,2013,23
Rathdrum,52.931000000000004,-6.2265,Wicklow,2013,104
Rathfarnham,53.2974,-6.2881,D.M.R. Southern,2013,809
Rathgormack,52.3075,-7.5038,Waterford,2013,15
Rathkeale,52.5234,-8.939,Limerick,2013,38
Rathmines,53.3213,-6.267,D.M.R. Southern,2013,752
Rathmore Co Kerry,52.0843,-9.2142,Kerry,2013,19
Rathmullen,55.0958,-7.5326,Donegal,2013,3
Rathvilly,52.8804,-6.6954,Kilkenny/Carlow,2013,6
Rhode,53.3511,-7.1948,Laois/Offaly,2013,11
Riverstown,54.1296,-8.4,Sligo/Leitrim,2013,20
Robertstown,53.2702,-6.8164,Kildare,2013,55
Rochfortbridge,53.4133,-7.3018,Westmeath,2013,19
Rockcorry,54.1202,-7.0094,Cavan/Monaghan,2013,5
Ronanstown,53.3379,-6.406000000000001,D.M.R. Western,2013,846
Roosky,53.8329,-7.9228,Roscommon/Longford,2013,19
Ros Muc,53.3864,-9.6099,Galway,2013,1
Roscommon,53.6298,-8.1936,Roscommon/Longford,2013,118
Roscrea,52.9562,-7.7988,Tipperary,2013,43
Rosscarbery,51.5776,-9.0315,Cork West,2013,21
Rosses Point,54.3054,-8.5465,Sligo/Leitrim,2013,20
Rosslare Harbour,52.2487,-6.3341,Wexford,2013,30
Rosslare Strand,52.2696,-6.3848,Wexford,2013,43
Roundwood,53.063,-6.2247,Wicklow,2013,116
Roxboro Road,52.6508,-8.615,Limerick,2013,945
Santry,53.3897,-6.2516,D.M.R. Northern,2013,1057
Scariff,52.9068,-8.5348,Clare,2013,23
Schull,51.5287,-9.5414,Cork West,2013,14
Scotstown,54.2803,-7.0636,Cavan/Monaghan,2013,12
Shankill,53.2335,-6.121,D.M.R. Eastern,2013,288
Shannon,52.7079,-8.8772,Clare,2013,118
Shercock,53.9922,-6.9008,Cavan/Monaghan,2013,4
Shevry,52.6869,-8.0471,Tipperary,2013,1
Shillelagh,52.7546,-6.5375,Wicklow,2013,13
Shinrone,52.9847,-7.9341,Laois/Offaly,2013,11
Shrule,53.5199,-9.0876,Mayo,2013,3
Sixmilebridge,52.7401,-8.7779,Clare,2013,38
Skerries,53.5796,-6.107,D.M.R. Northern,2013,121
Skibbereen,51.5486,-9.2641,Cork West,2013,52
Skreen,54.2446,-8.7204,Sligo/Leitrim,2013,6
Slane,53.7097,-6.5475,Meath,2013,57
Sligo,54.2693,-8.4713,Sligo/Leitrim,2013,459
Smear,53.8606,-7.6017,Roscommon/Longford,2013,6
Sneem,51.8389,-9.904,Kerry,2013,10
Sraith Salach,53.4653,-9.7214,Galway,2013,5
Stoneyford,52.5364,-7.2286,Kilkenny/Carlow,2013,16
Store Street,53.3505,-6.2522,D.M.R. North Central,2013,5014
Stradbally Co Laois,53.0177,-7.1516,Laois/Offaly,2013,81
Strokestown,53.7808,-8.1038,Roscommon/Longford,2013,12
Stuake,51.9905,-8.7604,Cork West,2013,13
Summerhill,53.482,-6.7334,Meath,2013,19
Sundrive Road,53.3302,-6.2987,D.M.R. Southern,2013,364
Swanlinbar,54.1961,-7.7038,Cavan/Monaghan,2013,6
Swinford,53.9406,-8.9522,Mayo,2013,35
Swords,53.456,-6.2211,D.M.R. Northern,2013,906
Taghmon,52.321999999999996,-6.6517,Wexford,2013,30
Tallaght,53.2868,-6.3678,D.M.R. Southern,2013,1334
Tallow,52.0937,-8.0073,Waterford,2013,8
Tarbert,52.5727,-9.3754,Kerry,2013,8
Tarelton,51.8385,-8.9929,Cork West,2013,9
Taughmaconnell,53.4032,-8.141,Roscommon/Longford,2013,1
Templederry,52.7741,-8.075,Tipperary,2013,2
Templemore,52.7966,-7.8351,Tipperary,2013,42
Templetuohy,52.7903,-7.7201,Tipperary,2013,8
Terenure,53.3098,-6.287999999999999,D.M.R. Southern,2013,491
Thomastown,52.528999999999996,-7.14,Kilkenny/Carlow,2013,23
Thurles,52.6757,-7.8119,Tipperary,2013,129
Timoleague,51.6427,-8.7663,Cork West,2013,0
Tinahely,52.7967,-6.4693,Wicklow,2013,10
Tipperary,52.4761,-8.1629,Tipperary,2013,138
